CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre
42.592.476/0001-09;2022-06-30;1;2022-08-15;LESTE FI NAS CAD PROD AGROINDUSTRIAIS - FIAGRO - IMOBILIÁRIO;2021-12-16;INVESTIDOR PROFISSIONAL;BRLSAGCTF004;563537;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BANCO GENIAL S.A.;42592476000109;PRAIA DE BOTAFOGO;228;SL 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(21) 3923300;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2022-06-30
42.592.868/0001-78;2022-06-30;1;2022-08-10;PGP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2022-06-01;INVESTIDOR QUALIFICADO;;200000;Sim;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BANCO GENIAL S.A.;42592868000178;PRAIA DE BOTAFOGO;228;SL 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(21) 3923-3000;;;www.bancogenial.com;middleadm@genial.com.vc;2022-06-30
42.592.868/0001-78;2022-09-30;1;2022-11-11;PGP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2022-06-01;INVESTIDOR QUALIFICADO;;200000;Sim;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BANCO GENIAL S.A.;42592868000178;PRAIA DE BOTAFOGO;228;SL 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(21) 3923-3000;;;www.bancogenial.com;middleadm@genial.com.vc;2022-09-30
42.592.916/0001-28;2022-09-30;1;2022-11-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BIG BOX;2022-08-17;INVESTIDOR PROFISSIONAL;;50;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;42592916000128;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11)3514-0000;;;www.reag.com.br;dtvm@reag.com.br;2022-09-30
42.737.059/0001-07;2022-09-30;1;2022-11-11;KINEA PREMIUM PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-07-21;INVESTIDORES EM GERAL;BRKNPRCTF002;469075;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2026-07-21;30/06;Sim;Não;Não;Sim;Não;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;42737059000107;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br;2022-09-30
42.869.853/0001-04;2022-03-31;1;2022-05-10;FII HIRE RESIDENCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-09-20;INVESTIDORES EM GERAL;;77892.83876121;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2028-09-20;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;42869853000104;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-03-31
42.869.853/0001-04;2022-06-30;1;2022-07-25;FII HIRE RESIDENCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-09-20;INVESTIDORES EM GERAL;;100285.05604441;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2028-09-20;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;42869853000104;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-06-30
42.869.853/0001-04;2022-09-30;1;2022-11-03;FII HIRE RESIDENCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-09-20;INVESTIDORES EM GERAL;;289985.61004184;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2028-09-20;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;42869853000104;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-09-30
42.869.869/0001-17;2022-09-30;1;2022-11-03;BARZEL SP FII;2022-08-30;INVESTIDOR PROFISSIONAL;;1067620;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;42869869000117;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-09-30
42.869.879/0001-52;2022-03-31;1;2022-05-10;JACARANDÁ 03 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2021-09-10;INVESTIDOR QUALIFICADO;;309704.44689997;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2026-09-10;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;42869879000152;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-03-31
42.869.879/0001-52;2022-06-30;1;2022-07-21;JACARANDÁ 03 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2021-09-10;INVESTIDOR QUALIFICADO;;309704.44689997;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2026-09-10;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;42869879000152;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-06-30
42.869.879/0001-52;2022-09-30;1;2022-11-03;JACARANDÁ 03 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2021-09-10;INVESTIDOR QUALIFICADO;;310704.44697767;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2026-09-10;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;42869879000152;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-09-30
42.869.892/0001-01;2022-09-30;1;2022-11-03;BRIO REAL ESTATE IV FII;2022-07-25;INVESTIDORES EM GERAL;BRBIPDCTF001;18550;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;42869892000101;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-09-30
42.888.292/0001-90;2022-03-31;2;2022-05-16;FUNDO DE INVESTIMENTO JGP CRÉDITO-FIAGRO IMOBILIÁRIO;2021-11-23;INVESTIDORES EM GERAL;BRJGPXCTF006;848097;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BANCO DAYCOVAL S/A;42888292000190;AV. PAULISTA;1793;2º andar;BELA VISTA;SÃO PAULO;SP;01311200;(11) 3138-1882;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br;2022-03-31
42.888.292/0001-90;2022-06-30;1;2022-08-15;FUNDO DE INVESTIMENTO JGP CRÉDITO-FIAGRO IMOBILIÁRIO;2021-11-23;INVESTIDORES EM GERAL;BRJGPXCTF006;895527;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BANCO DAYCOVAL S/A;42888292000190;AV. PAULISTA;1793;2º andar;BELA VISTA;SÃO PAULO;SP;01311200;(11) 3138-1882;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br;2022-06-30
42.888.360/0001-11;2022-03-31;2;2022-05-16;DEVANT FIAGRO IMOBILIÁRIO;2021-10-13;INVESTIDORES EM GERAL;BRDCRACTF002;6738905;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BANCO DAYCOVAL S/A;42888360000111;AV. PAULISTA;1793;2º andar;BELA VISTA;SÃO PAULO;SP;01311200;(11) 3138-0921;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br;2022-03-31
42.888.360/0001-11;2022-06-30;1;2022-08-15;DEVANT FIAGRO IMOBILIÁRIO;2021-10-13;INVESTIDOR PROFISSIONAL;BRDCRACTF002;6738905;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BANCO DAYCOVAL S.A.;42888360000111;AV PAULISTA;1793;2° ANDAR;Centro;SÃO PAULO;SP;01311200;1131380921;;;WWW.DAYCOVAL.COM.BR;middlesmc@bancodaycoval.com.br;2022-06-30
42.888.360/0001-11;2022-09-30;1;2022-11-09;DEVANT FIAGRO IMOBILIÁRIO;2021-10-13;INVESTIDOR PROFISSIONAL;BRDCRACTF002;6758965;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BANCO DAYCOVAL S.A.;42888360000111;AV PAULISTA;1793;2° ANDAR;Centro;SÃO PAULO;SP;01311200;1131380921;;;WWW.DAYCOVAL.COM.BR;middlesmc@bancodaycoval.com.br;2022-09-30
42.888.583/0001-89;2022-06-30;1;2022-08-12;MANATÍ CAPITAL HEDGE FUND DUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-04-29;INVESTIDOR PROFISSIONAL;BRMANAR01M19;11770000;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BANCO DAYCOVAL S.A.;42888583000189;AV PAULITA;1793;2° ANDAR;BELA VISTA;SÃO PAULO;SP;01311200;11 31380921;;;https://www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br;2022-06-30
42.922.127/0001-08;2022-06-30;1;2022-08-12;DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-05-05;INVESTIDORES EM GERAL;BRDPROCTF005;192500;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BANC DAYCOVAL S.A.;42922127000108;AV PAULISTA;1793;2° ANDAR;BELA VISTA;SÃO PAULO;SP;01311200;11 3138-0921;;;https://www.daycoval.com.br/institucional/mercado-de-capitais;middlesmc@bancodaycoval.com.br;2022-06-30
43.008.884/0001-33;2022-09-30;1;2022-11-11;FII MAUA PROPRIEDADES PARA INVESTIMENTO;2022-07-26;INVESTIDOR PROFISSIONAL;;245000;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-09-30
43.009.610/0001-69;2022-06-30;1;2022-08-11;RBR EQUITY FUNDO DE INVESTIMENTO IMOBILIARIO;2022-05-20;INVESTIDOR PROFISSIONAL;;200000;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
43.009.610/0001-69;2022-09-30;1;2022-11-11;RBR EQUITY FUNDO DE INVESTIMENTO IMOBILIARIO;2022-05-20;INVESTIDOR PROFISSIONAL;;200000;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-09-30
43.010.543/0001-00;2022-09-30;1;2022-11-09;FUNDO DE INVESTIMENTO IMOBILIARIO - SPX SYN MULTIESTRATEGIA;2022-08-03;INVESTIDORES EM GERAL;BRSPXSCTF002;1238196;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-09-30
43.010.601/0001-98;2022-06-30;1;2022-08-12;CYRELA DESENVOLVIMENTO LOGISTICO FII;2022-06-21;INVESTIDOR QUALIFICADO;BRCYLDCTF005;168100;Não;Não;Não;Desenvolvimento para Venda;Logística;Ativa;Determinado;2029-05-30;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
43.010.844/0001-26;2022-06-30;1;2022-08-11;CANUMA CAPITAL MULTIESTRATEGIA FII;2022-04-13;INVESTIDOR QUALIFICADO;BRCCMECTF007;1258821;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
43.010.844/0001-26;2022-09-30;1;2022-11-11;CANUMA CAPITAL MULTIESTRATEGIA FII;2022-04-13;INVESTIDOR QUALIFICADO;BRCCMECTF007;2495084;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-09-30
43.011.068/0001-89;2022-03-31;1;2022-05-10;FUNDO DE INVESTIMENTO IMOBILIARIO NM KSM LOG;2022-03-03;INVESTIDOR QUALIFICADO;0;1000;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
43.011.068/0001-89;2022-06-30;1;2022-08-11;FUNDO DE INVESTIMENTO IMOBILIARIO NM KSM LOG;2022-03-03;INVESTIDOR QUALIFICADO;00000000000;3600;Não;Não;Não;Híbrido;Híbrido;Ativa;Determinado;2027-01-20;31/12;Não;Sim;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
43.011.068/0001-89;2022-09-30;1;2022-11-11;FUNDO DE INVESTIMENTO IMOBILIARIO NM KSM LOG;2022-03-03;INVESTIDOR QUALIFICADO;;4250;Não;Não;Não;Híbrido;Híbrido;Ativa;Determinado;2027-01-20;31/12;Não;Sim;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-09-30
43.101.312/0001-02;2022-03-31;1;2022-05-16;FII MEIRINGEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-02-23;INVESTIDOR PROFISSIONAL;;21518405.7438966;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;43101312000102;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11)3514-0000;;;www.reag.com.br;dtvm@reag.com.br;2022-03-31
43.101.312/0001-02;2022-06-30;3;2022-08-18;FII MEIRINGEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-02-23;INVESTIDOR PROFISSIONAL;;21604233.8950603;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;43101312000102;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11)3514-0000;;;www.reag.com.br;dtvm@reag.com.br;2022-06-30
43.164.799/0001-64;2022-03-31;1;2022-05-16;DJF JIVE PROPERTIES FII FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-03-25;INVESTIDOR PROFISSIONAL;;27225021;Não;Não;Não;Híbrido;Outros;Ativa;Determinado;2030-12-01;31/12;Não;Sim;Não;Não;Sim;MAF D.T.V.M. AS;43164799000164;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 014;BOTAFOGO;RIO DE JANEIRO;RJ;22250-040;(21)3223-7700;(21)3223-7746;;HTTPS//MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2022-03-31
43.164.799/0001-64;2022-06-30;1;2022-08-15;DJF JIVE PROPERTIES FII FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-03-25;INVESTIDOR PROFISSIONAL;;27225021;Não;Não;Não;Híbrido;Outros;Ativa;Determinado;2030-12-01;31/12;Não;Sim;Não;Não;Sim;MAF D.T.V.M. AS;43164799000164;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 014;BOTAFOGO;RIO DE JANEIRO;RJ;22250-040;(21)3223-7700;(21)3223-7746;;HTTPS//MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR;2022-06-30
43.564.551/0001-90;2022-03-31;1;2022-05-16;PRIME HOTELS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-10-26;INVESTIDOR QUALIFICADO;BR0A5ECTF000;113282;Não;Não;Não;Renda;Hotel;Ativa;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;43564551000190;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2022-03-31
43.564.551/0001-90;2022-06-30;1;2022-08-15;PRIME HOTELS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-10-26;INVESTIDOR QUALIFICADO;BR0A5ECTF000;113282;Não;Não;Não;Renda;Hotel;Ativa;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;43564551000190;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2022-06-30
43.617.647/0001-70;2022-06-30;1;2022-08-08;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;9900000;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRB DISTRIBUIDORA DE TÍTULOS E VALORES IMOBILIÁRIOS;43617647000170;Centro Empresarial CNC - ST SAUN Quadra 5 Lote C, Bloco C;n/a;2º Andar;Asa Norte;Brasília;DF;70.040-250;61 3409-2030;;;www.brb.com.br;relacionamento@dtvm.brb.com.br;2022-06-30
43.617.647/0001-70;2022-09-30;1;2022-10-18;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;9900000;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRB DISTRIBUIDORA DE TÍTULOS E VALORES IMOBILIÁRIOS;43617647000170;Centro Empresarial CNC - ST SAUN Quadra 5 Lote C, Bloco C;n/a;2º Andar;Asa Norte;Brasília;DF;70.040-250;61 3409-2030;;;www.brb.com.br;relacionamento@dtvm.brb.com.br;2022-09-30
43.619.174/0001-40;2022-03-31;1;2022-05-10;GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIARIO;2021-12-17;INVESTIDOR PROFISSIONAL;;7563.19124816;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;43619174000140;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-03-31
43.619.174/0001-40;2022-06-30;1;2022-07-21;GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIARIO;2021-12-17;INVESTIDOR PROFISSIONAL;;10611.2750643;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;43619174000140;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-06-30
43.619.174/0001-40;2022-09-30;1;2022-11-03;GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIARIO;2021-12-17;INVESTIDOR PROFISSIONAL;;13312.79903049;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;43619174000140;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-09-30
43.619.218/0001-31;2022-03-31;1;2022-05-13;CEA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;3414055.25340436;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;43619218000131;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-03-31
43.619.218/0001-31;2022-06-30;1;2022-08-04;CEA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;3414055.25340436;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;43619218000131;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-06-30
43.619.218/0001-31;2022-09-30;1;2022-11-03;BARZEL CEA FUNDO DE INVESTIMENTO IMOBILIARIO;2014-12-18;INVESTIDOR QUALIFICADO;BRANGCCTF004;3414055.25340436;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;43619218000131;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br;2022-09-30
43.671.170/0001-00;2022-06-30;1;2022-08-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO UNIMED SANTA CATARINA-FUSC;2022-05-09;INVESTIDOR QUALIFICADO;0;100;Não;Não;Não;Renda;Hospital;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;PLANNER TRUSTEE DTVM LTDA;43671170000100;AV. BRIGADEIRO FARIA LIMA;3477;11° ANDAR;ITAIM BIBI;SÃO PAULO;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br;2022-06-30
43.740.825/0001-55;2022-03-31;1;2022-05-16;JAFFA II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-11-18;INVESTIDOR QUALIFICADO;0;37250.13692;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;43740825000155;Av Faria Lima;2277;17;Vila Olimpia;São Paulo;SP;01452000;3514-1300;;;www.reag.com.br;silvano.gersztel@reag.com.br;2022-03-31
43.740.825/0001-55;2022-06-30;3;2022-08-18;JAFFA II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-11-18;INVESTIDOR QUALIFICADO;0;37250.13692;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;43740825000155;Av Faria Lima;2277;17;Vila Olimpia;São Paulo;SP;01452000;3514-1300;;;www.reag.com.br;silvano.gersztel@reag.com.br;2022-06-30
43.741.189/0001-86;2022-06-30;1;2022-08-15;XP CRÉDITO AGRO FI NAS CAD PROD AGROIND FIAGRO IMOBILIÁRIO;2022-06-21;INVESTIDORES EM GERAL;BRXPAGCTF005;24000000;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;XP INVESTIMENTOS CCTVM S.A.;43741189000186;Avenida Ataulfo de Paiva;153;5º e 8º andar;Leblon;Rio de Janeiro;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br;2022-06-30
